代码,名称,收入同比%%,利润同比%%,营业利润率%%,市销率,市净率,市现率,市盈(动),总金额,量比,细分行业,地区,振幅%%,均价,内盘,外盘,内外比,买量
300108,双龙股份,297.57,332.57,26.43,12.13,2.69,-99.85,25.71,0,0,化工原料,吉林,0,10.05,0,0,--  ,0
300109,新开源,1.05,84.26,23.6,33.92,10.37,208.12,83.13,412444192,1.65,化工原料,河南,11.21,38.27,31024,76757,0.4,0
300110,华仁药业,22.77,-35.44,4.51,14.15,4.82,362.98,170.52,0,0,化学制药,山东,0,10.67,0,0,--  ,0
300111,向日葵,6.36,109.2,0.04,7.71,4.73,28.8,1409.62,247752080,0.65,半导体,浙江,10.67,5.11,240767,244298,0.99,6767
300112,万讯自控,-6.37,-32.93,9.49,36.92,11.14,-1406.16,247.28,0,0,电器仪表,深圳,0,22.07,0,0,--  ,0
300113,顺网科技,78.73,170.61,29.2,24.63,8.59,79.43,48.57,412816864,0.95,互联网,浙江,16.36,34.38,64688,55375,1.17,2
300114,中航电测,8.88,10.3,15.03,14.01,5.61,118.44,62.46,84779736,0.72,元器件,陕西,12.4,26.51,14951,17025,0.88,0
300115,长盈精密,95.09,75.34,14.78,8.5,4.94,113.44,34.95,217891888,0.96,元器件,深圳,11.29,26.44,46172,36248,1.27,39
300116,坚瑞消防,36.14,546.96,6.52,21.99,4.4,-84.35,225.39,0,0,专用机械,陕西,0,8.19,0,0,--  ,0
300117,嘉寓股份,18.23,33.23,3.3,2.73,1.85,-45.71,35.62,47803352,0.79,装修装饰,北京,9.04,7.66,36839,25538,1.44,150
300118,东方日升,84.76,374.39,8.57,3.48,2.02,-19.42,27.27,113736184,0.83,半导体,浙江,11.81,8.98,65920,60679,1.09,584
300119,瑞普生物,18.15,49.91,13.94,13.02,2.69,110.22,46.25,73488864,0.79,生物制药,天津,10.85,11.07,30047,36320,0.83,2
300120,经纬电材,21.85,44.85,1.97,9.43,3.8,-125.72,190.42,157579312,0.73,电气设备,天津,12.55,11.43,67350,70565,0.95,0
300121,阳谷华泰,13.34,-8.62,5.74,5.31,4.41,29.93,57.85,29701710,0.53,化工原料,山东,13.68,7.94,20034,17373,1.15,221
300122,智飞生物,1.08,12.77,32.07,35.67,5.51,-6020.71,63.45,84062320,1.14,生物制药,重庆,16.62,17.49,27342,20733,1.32,4044
300123,太阳鸟,-8.96,-146.99,-6.7,34.16,6.48,-154.49,--  ,0,0,船舶,湖南,0,20.44,0,0,--  ,0
300124,汇川技术,6.94,9.39,26.67,25.81,8.05,100.84,43.45,510256832,1.02,电器仪表,深圳,10.9,35.64,80711,62441,1.29,24901
300125,易世达,-13.36,-283.77,-21.79,25.29,2.29,-66.31,--  ,223193472,3.3,电气设备,辽宁,14.76,20.55,85933,22687,3.79,14827
300126,锐奇股份,5.33,-46.03,5.8,11.2,3.82,-36.78,104.61,145438480,0.9,轻工机械,上海,13.9,13.38,55550,53157,1.05,1763
300127,银河磁体,-2.17,8.19,24.15,17.47,3.14,97.74,42.32,28745212,0.73,元器件,四川,11.51,9.86,15798,13352,1.18,152
300128,锦富新材,15.88,-108.46,-0.56,5.04,2.97,348.21,--  ,1103698304,8.27,元器件,江苏,5.35,14.83,78721,665263,0.12,0
300129,泰胜风能,32.89,47.67,13.51,5.99,2.68,55.64,27.28,78402672,0.68,电气设备,上海,11.69,6.51,57638,62881,0.92,184
300130,新国都,22.58,-24.33,4.74,11.79,3.44,-1527.16,57.48,255773248,1.37,电脑设备,深圳,18.52,18.04,82620,59146,1.4,238
300131,英唐智控,-45.99,47.67,0.95,103.97,17.17,-4499.88,1539.01,0,0,元器件,深圳,0,21.63,0,0,--  ,0
300132,青松股份,-22.16,-80.85,2.13,10.8,5.12,54.51,214.32,33400998,0.59,化工原料,福建,8.56,8.05,25141,16352,1.54,47
300133,华策影视,20.45,7.55,26.4,25.17,6.32,-57.28,53.36,571701248,1.04,影视音像,浙江,10.88,23.32,139560,105626,1.32,37180
300134,大富科技,-25.88,-86.22,3.92,15.27,6.06,102.27,145.13,0,0,通信设备,深圳,0,22.95,0,0,--  ,0
300135,宝利国际,-5.42,-21.23,5.89,18.74,10.06,-28.25,185.11,0,0,化工原料,江苏,0,12.65,0,0,--  ,0
300136,信维通信,43.01,168.11,15.12,22.11,14.16,192.48,79.7,242078512,0.94,通信设备,深圳,15.8,19.74,65983,56633,1.17,526
300137,先河环保,89.82,71,14.04,16.42,3.35,-41.64,61.97,192863312,0.91,电器仪表,河北,11.72,13.41,78798,65062,1.21,1418
300138,晨光生物,13.28,525.73,5,3.35,2.17,43.7,27.85,42435012,0.78,食品,河北,11.7,12.87,17054,15906,1.07,407
300139,福星晓程,20.41,21.96,39.19,24.34,2.39,-1848.79,39.09,86571296,0.77,元器件,北京,12.89,11.07,42837,35341,1.21,129
300140,启源装备,-9.57,-87.16,-1.71,38.78,5.56,-541.62,6529.27,174538560,0.78,电气设备,陕西,15.13,18.29,39233,56201,0.7,0
300141,和顺电气,-18.54,-42.76,13.43,13.29,2.83,-37.78,58.33,38105476,0.59,电气设备,江苏,13.95,12.14,12976,18410,0.7,75
300142,沃森生物,3,-8.51,-20.51,55.09,8.16,-315.81,--  ,0,0,生物制药,云南,0,48.7,0,0,--  ,0
300143,星河生物,-7.95,139.81,-7.58,13.61,5.42,159.11,140.66,77958200,0.44,种植业,广东,11.63,11.84,35536,30332,1.17,10
300144,宋城演艺,46.68,60.09,59.99,43.37,6.83,63.05,44.89,492063744,2.28,旅游景点,浙江,17.48,16.68,169937,125050,1.36,52652
300145,南方泵业,9.63,0.61,13.08,9.73,4.63,-411.14,42.85,76377480,0.86,专用机械,浙江,11.47,27.18,19191,8912,2.15,4
300146,汤臣倍健,25.46,18.06,40.51,18.05,4.91,49.83,25.48,476260480,1.63,食品,广东,8.99,29,111753,52470,2.13,25981
300147,香雪制药,0.77,3.76,14.22,12.56,2.84,195.19,50.75,345549504,1.36,生物制药,广东,12.66,13.99,138721,108325,1.28,5674
300148,天舟文化,29.36,222.82,40.47,29.9,3.69,3789.39,42.17,0,0,出版业,湖南,0,16,0,0,--  ,0
300149,量子高科,19.93,34.61,17.46,47.27,11.51,130.32,158.72,0,0,食品,广东,0,18.77,0,0,--  ,0
300150,世纪瑞尔,8.12,207.59,12.5,49.96,4.57,-147.05,200.63,0,0,软件服务,北京,0,11.95,0,0,--  ,0
300151,昌红科技,-4.28,-37.2,7.04,16.81,5.64,428.62,134.04,108227736,0.78,机械基件,深圳,14.42,9.2,57115,60476,0.94,738
300152,科融环境,39.38,46.41,9.42,8.44,2.66,-31.76,66.29,369203584,0.93,专用机械,江苏,12.91,17.49,103112,107924,0.96,22
300153,科泰电源,13.35,19.26,5.35,7.84,2.62,-148.97,79.79,34340320,0.84,电气设备,上海,14.3,7.95,28357,14830,1.91,54
300154,瑞凌股份,-22.17,-15.69,20.43,11.66,2.2,158.39,31.84,78617240,0.77,元器件,深圳,12.95,15.01,29499,22882,1.29,14
300155,安居宝,46.12,-52.27,2.54,17.48,5.03,-95.01,183.16,179212656,0.95,元器件,广东,14.73,10.79,79596,86473,0.92,17
300156,神雾环保,1026.56,551.09,7.69,36.26,5.18,-171.88,174.89,202350896,0.98,环境保护,北京,12.31,25.7,39595,39150,1.01,12
300157,恒泰艾普,1.84,-39.95,17.08,13.97,2.3,-54.44,50.31,0,0,石油开采,北京,0,8.73,0,0,--  ,0
300158,振东制药,38.82,2.05,2.34,5.42,2.76,-238.99,84.27,0,0,中成药,山西,0,18.8,0,0,--  ,0
300159,新研股份,15.16,5.18,16.31,73.78,6.86,249.54,223.99,259921648,1,农用机械,新疆,12.56,10.83,136838,103271,1.33,0
300160,秀强股份,12.53,37.42,11.32,5.33,2.23,69.46,29.31,66936380,0.6,玻璃,江苏,14.53,13.77,26527,22087,1.2,136
300161,华中数控,-14.67,-642.87,-26.81,25.61,7.46,-36.52,--  ,0,0,机床制造,湖北,0,38.2,0,0,--  ,0
300162,雷曼股份,-16.38,5.27,9.85,27.41,6.1,-235.87,116,329430816,0.73,元器件,深圳,12.78,14.14,101401,131520,0.77,0
300163,先锋新材,162.91,-59.52,0.5,13.61,7.22,364.97,367.64,0,0,其他建材,浙江,0,29.82,0,0,--  ,0
300164,通源石油,-36.47,-4184.74,-11.74,26.3,5.28,74,--  ,0,0,石油开采,陕西,0,17.14,0,0,--  ,0
300165,天瑞仪器,5.94,28.86,17.45,20.09,1.98,-184.55,53.09,143579120,0.92,电器仪表,江苏,14.46,13.14,56317,52977,1.06,36
300166,东方国信,35.51,50.85,17.23,34.73,6.11,-184.29,93.08,299655904,0.93,软件服务,北京,17.33,18.79,82184,77297,1.06,4187
300167,迪威视讯,-25.81,-309.65,-47.59,72.08,6.29,39.86,--  ,207567968,1.19,通信设备,深圳,12.73,14.25,56107,89565,0.63,0
300168,万达信息,21.85,28.99,2.93,32.96,5.63,-44.08,350.17,1182193792,1.06,软件服务,上海,17.36,20.04,278374,311609,0.89,0
300169,天晟新材,22.96,110.09,1.31,7.23,2.22,-112.81,185.62,0,0,塑料,江苏,0,8.33,0,0,--  ,0
300170,汉得信息,26.05,13.3,16.34,19.33,6.28,-113.36,59.14,0,0,软件服务,上海,0,13.08,0,0,--  ,0
300171,东富龙,24.71,25.26,29.76,12.41,3.66,195.44,24.69,250334256,0.96,医疗保健,上海,14.88,15.91,76747,80591,0.95,1326
300172,中电环保,7.07,33.29,17.25,12.64,3.61,-145.33,42.76,70119248,0.89,环境保护,江苏,12.55,10.5,34378,32375,1.06,124
300173,智慧松德,84.21,660.25,7.95,33.03,4.94,-664.04,166.39,124726824,0.83,轻工机械,广东,16.39,12.78,55437,42125,1.32,7
300174,元力股份,14.02,52.64,3.28,6.16,3.54,92.34,44.87,37256204,0.95,化工原料,福建,15.33,13.67,15207,12056,1.26,290
300175,朗源股份,-19.62,-52.72,5.41,8.99,3.31,-196.23,56.59,79633984,1.04,食品,山东,13.04,6.72,56444,62020,0.91,280
300176,鸿特精密,15.92,20.79,1.21,2.42,2.92,9.27,76.49,45329652,0.47,汽车配件,广东,15.58,15.87,12783,15771,0.81,77
300177,中海达,-5.6,-76.69,0.63,18.83,3.13,-36.28,233.58,102585232,0.76,通信设备,广东,12.83,11.64,43630,44512,0.98,129
300178,腾邦国际,80.23,12.39,23.84,20.9,6.39,-37.51,62.71,295818304,0.93,旅游服务,深圳,16.09,16.16,95082,87932,1.08,413
300179,四方达,19.62,37.95,26.09,29,3.86,-162.8,61.93,34677580,0.71,矿物制品,河南,9.51,5.93,31472,26958,1.17,414
300180,华峰超纤,24.46,49.26,16.51,8.02,3.12,308.27,27.43,165433776,2.21,化纤,上海,14.41,11.55,79971,63236,1.26,10966
300181,佐力药业,47.06,15.44,15.46,14.16,3.69,-114.8,42.54,0,0,中成药,浙江,0,7.65,0,0,--  ,0
300182,捷成股份,28.72,51.62,14.94,28.15,8.56,329.97,83.21,250619760,0.76,软件服务,北京,15.8,32.49,41715,35414,1.18,104
300183,东软载波,35.24,15.33,31.15,21.52,3.69,83,30.76,131769592,0.81,软件服务,山东,13.32,16.17,41451,40046,1.04,3
300184,力源信息,118.29,115.88,4.32,22.65,14.78,-277.6,293.58,0,0,元器件,湖北,0,25.94,0,0,--  ,0
300185,通裕重工,14.43,8.18,5.5,4.95,1.61,-296.57,48.94,121136016,0.79,工程机械,山东,12.15,6.53,95482,90050,1.06,140
300186,大华农,39.13,123.42,12.31,31.17,8.64,-423.56,150.62,102717328,0.67,农业综合,广东,10.96,33.18,15376,15585,0.99,94
300187,永清环保,-16.33,2.14,9.48,12.93,4.63,-26.58,72.23,75420872,0.79,环境保护,湖南,13.38,22.73,14117,19066,0.74,290
300188,美亚柏科,23.74,9.77,-0.68,37.01,7.37,-46.19,195.07,478488608,1.58,软件服务,福建,9.76,16.96,108093,174006,0.62,0
300189,神农大丰,2.12,-91.97,-2.39,56.66,9.33,432.73,9886.3,0,0,种植业,海南,0,28.37,0,0,--  ,0
300190,维尔利,115.96,87.59,13.41,29.66,7.92,-482.64,131.21,0,0,环境保护,江苏,0,34.34,0,0,--  ,0
300191,潜能恒信,-32.87,-161.32,-18.16,166.33,3.51,-187.07,--  ,0,0,石油开采,北京,0,13.25,0,0,--  ,0
300192,科斯伍德,-2.72,-27.25,5.8,7.52,2.74,57.78,66.01,65750044,0.67,染料涂料,江苏,14.46,7.78,42286,42179,1,10
300193,佳士科技,-8.74,13.28,17.86,13.4,1.9,133.35,42.51,432371936,1.67,专用机械,深圳,17.43,17.25,137703,112900,1.22,15
300194,福安药业,28.1,-17.44,11.2,14.48,2.04,91.1,78.35,61922160,0.75,化学制药,重庆,13.28,15.32,21131,19290,1.1,57
300195,长荣股份,26.17,30.58,21.24,11.96,2.48,46.9,32.72,243953488,1.16,轻工机械,天津,11.42,17.12,76356,66174,1.15,0
300196,长海股份,26.53,46.35,15.17,6.39,3.66,30.79,23.14,170212112,1.51,玻璃,江苏,16.49,21.91,51004,26683,1.91,10
300197,铁汉生态,34.18,29.1,12.04,17.6,6.32,-453.38,80.69,0,0,环境保护,深圳,0,36.03,0,0,--  ,0
300198,纳川股份,87.6,-44.35,6.92,9.36,4.32,-47.51,102.49,0,0,塑料,福建,0,11.73,0,0,--  ,0
300199,翰宇药业,68.64,81.74,34.24,53.45,5.89,713.15,79.09,375785248,0.92,化学制药,深圳,14.37,15.43,127030,116558,1.09,16
300200,高盟新材,-6.98,15.35,13.74,8.51,2.66,78.32,36.24,31873030,0.58,化工原料,北京,9.04,9.48,17480,16137,1.08,38
300201,海伦哲,22.38,-9182.54,-5.37,14.01,5.03,-64.85,--  ,144282352,0.94,专用机械,江苏,17.66,10.43,71057,67228,1.06,830
300202,聚龙股份,1.02,-4.81,12.04,37.25,7.32,-51.67,84.47,610467264,1.55,专用机械,辽宁,9.17,18.42,94251,237219,0.4,6049
300203,聚光科技,34.18,35.26,7.57,15.02,4.55,-128.64,61.35,247377664,0.91,电器仪表,浙江,11.67,21.76,50926,62760,0.81,8
300204,舒泰神,12.26,80.9,23.42,14.66,5.28,57.85,37.49,90422592,0.67,生物制药,北京,14.27,24.73,17376,19192,0.91,1
300205,天喻信息,6.27,-57.46,4.66,6.87,4.25,-33.35,121.71,273260608,1.11,元器件,湖北,14.52,11.51,126460,111019,1.14,187
300206,理邦仪器,3.48,-61.78,-3.51,12.26,2.81,-264.29,264.5,140260656,0.91,医疗保健,深圳,15.44,14.35,52372,45347,1.15,6
300207,欣旺达,69,105.71,4.39,4.29,7.4,44.87,59.18,242314448,0.86,元器件,深圳,14.04,18.75,54550,74658,0.73,101
300208,恒顺众昇,215.47,1234.57,35.98,18.78,11.48,50.04,29.02,666534272,1.02,电气设备,山东,13.68,40.05,81013,85395,0.95,298
300209,天泽信息,45.79,-23.24,1.68,46.31,6.32,-329.39,593.88,0,0,软件服务,江苏,0,23.45,0,0,--  ,0
300210,森远股份,-24.18,-16.6,14.15,13.87,2.94,-50.14,35.29,23337602,0.65,专用机械,辽宁,11.64,10.9,11697,9704,1.21,354
300211,亿通科技,-4.7,-29.42,6.82,17.44,3.65,-229.75,139.79,25280580,0.68,通信设备,江苏,13.44,11.79,10555,10885,0.97,4
300212,易华录,41.41,15.7,12.95,10.5,7.94,-24.82,68.85,348151488,1.09,软件服务,北京,16.2,25.16,68578,69775,0.98,72
300213,佳讯飞鸿,56.39,34.5,4.98,9.23,4.75,-102.96,70.49,119312088,1.08,通信设备,北京,14.31,17.91,36907,29698,1.24,1071
300214,日科化学,30.69,116.29,8.27,3.43,1.99,641.74,25.19,74774632,0.67,化工原料,山东,10.94,6.41,55954,60763,0.92,424
300215,电科院,-26.81,-157.12,-17.52,32.42,3.81,53.82,--  ,48209068,0.6,电气设备,江苏,9.48,6.85,37650,32699,1.15,337
300216,千山药机,21.73,154.4,15.26,76.98,17.9,207.27,231.95,0,0,医疗保健,湖南,0,47.74,0,0,--  ,0
300217,东方电热,-1.69,-9.16,9.71,5.55,2.28,21.6,32.38,100031896,0.78,电器仪表,江苏,12.64,7.05,68798,73001,0.94,1371
300218,安利股份,6.51,-18.16,4.6,3.4,2.32,-49.12,42.13,22583210,0.72,塑料,安徽,9.47,10.42,13232,8447,1.57,2
300219,鸿利光电,62.83,80.89,10.55,6.18,4.42,77.69,37.57,155666848,1.02,元器件,广东,16.7,18.14,43426,42395,1.02,231
300220,金运激光,2.25,-25.43,3.79,32.59,10.13,-219.84,281.16,180540432,0.85,元器件,湖北,14.05,24.95,39496,32853,1.2,0
300221,银禧科技,7.19,108.6,3.61,6.07,4.52,718.41,64.29,202963456,0.92,塑料,广东,13.5,8.56,115372,121813,0.95,0
300222,科大智能,87.45,162.78,19.37,28.89,8.41,-984.98,94.14,0,0,电气设备,上海,0,34.63,0,0,--  ,0
300223,北京君正,14.33,122.24,-7,80.83,2.36,798.51,2917.15,66631700,0.95,半导体,北京,14.41,15.68,21111,21386,0.99,198
300224,正海磁材,74.9,102.64,17.96,15.79,4.82,47.28,51.2,97769448,0.49,元器件,山东,13.69,20.31,25321,22816,1.11,454
300225,金力泰,-8.74,-26.68,11.05,7.99,3.28,242.21,38.37,35827640,0.65,染料涂料,上海,11.42,5.64,33824,29755,1.14,89
300226,上海钢联,888.7,-13686.22,-2.74,0.66,27.55,-13.12,--  ,748440768,1.3,互联网,上海,18.72,36.79,133672,69751,1.92,8325
300227,光韵达,-4.05,186.95,29.94,47.22,12.87,128.05,76.95,456266016,0.9,元器件,深圳,16.32,33.03,68262,69864,0.98,2956
300228,富瑞特装,-29.75,-53.53,7.68,6.24,3.38,42.53,42.47,367430368,1.12,化工机械,江苏,12.37,32.91,62098,49551,1.25,868
300229,拓尔思,58.9,34.88,6.84,54.71,5.53,-211.1,153.29,497954752,0.77,软件服务,北京,13.93,17.43,120120,165555,0.73,0
300230,永利带业,48.46,46.19,13.67,13.91,3.89,159.9,60.81,0,0,塑料,上海,0,17.9,0,0,--  ,0
300231,银信科技,23.2,45.44,13.92,13.39,9.1,-24500.4,46.85,291673216,0.8,软件服务,北京,16.06,12.02,122550,120095,1.02,530
300232,洲明科技,40.01,139.47,14.4,5.24,4.67,-163.12,28.68,90833472,1.06,半导体,深圳,12.81,16.78,31463,22672,1.39,3
300233,金城医药,18.22,61.56,16.52,9.65,4.76,83.87,32.99,72818080,0.92,化学制药,山东,11.54,45.63,7975,7982,1,5
300234,开尔新材,-3.3,0.47,25.12,12.28,5.09,-353.4,26.49,63934072,0.98,陶瓷,浙江,12.56,11.21,27476,29564,0.93,10
300235,方直科技,12.9,4.83,25.34,63.72,7.8,436.98,120.14,107574168,0.88,软件服务,深圳,14.85,17.04,35858,27287,1.31,0
300236,上海新阳,12.35,-22.1,16.19,17.08,3.35,-458.6,61.86,36102188,0.92,化工原料,上海,14.21,16.11,10696,11708,0.91,84
300237,美晨科技,69.45,104.34,10.39,8.08,3.79,-58.75,44.57,40012684,0.7,橡胶,山东,14.62,19.02,10685,10355,1.03,119
300238,冠昊生物,8.86,6.42,18.25,76.92,12.42,239.33,195.35,176213296,0.97,医疗保健,广东,10.37,27.43,33888,30364,1.12,1
300239,东宝生物,20.29,-8.43,2.41,13.28,5.54,192.53,235.29,44355200,0.83,生物制药,内蒙,13.74,9.86,22670,22312,1.02,149
300240,飞力达,-29.14,9.72,2.27,2.23,2.48,39.32,54.66,82693656,0.82,仓储物流,江苏,16.98,9.93,40982,42264,0.97,29
300241,瑞丰光电,12.7,3.37,3.93,4.21,3.01,-223.33,44.92,74147888,1.42,半导体,深圳,9.67,9.07,48671,33061,1.47,646
300242,明家科技,312.82,602.19,3.76,11.67,8.78,1364.28,206.9,0,0,元器件,广东,0,50.2,0,0,--  ,0
300243,瑞丰高材,0.65,38.12,7.66,4.95,4.5,66.67,41.98,47602352,0.85,化工原料,山东,14.77,9.91,26700,21344,1.25,29
300244,迪安诊断,30.07,42.12,12.12,17.04,16.45,175.34,77.89,228513856,0.99,医疗保健,浙江,14.44,50,23611,22089,1.07,6
300245,天玑科技,5.84,8.81,11.85,19.78,5.63,-75.16,72.7,321309888,0.91,软件服务,上海,16.75,14.76,110463,107224,1.03,169
300246,宝莱特,10.23,-46.26,3.25,17.78,6.05,-669.76,151.06,122223552,0.9,医疗保健,广东,14.12,18.06,34015,33667,1.01,69
300247,桑乐金,40.79,3.97,6.64,12,3.18,-226.17,93.26,85419672,0.78,医疗保健,安徽,13.29,8.49,50692,49970,1.01,293
300248,新开普,38,-75.13,-2.58,28.03,8.29,-67.65,8507.12,226311344,1.15,软件服务,河南,18.83,15.87,66737,75835,0.88,366
300249,依米康,33.19,-321.99,-2.18,6.67,3.26,-26.1,--  ,92422960,0.75,专用机械,四川,12.09,12.67,37719,35243,1.07,0
300250,初灵信息,17.75,-26.14,5.28,42,6.14,1920.6,227.84,0,0,通信设备,浙江,0,46.41,0,0,--  ,0
300251,光线传媒,37.57,-19.78,21.98,74.74,4.8,-153.12,188.29,941002496,0.88,影视音像,北京,12.26,22.25,223096,199896,1.12,1220
300252,金信诺,19.77,60.39,13.2,9.42,8.22,76.2,41.42,189340832,1.14,电气设备,深圳,14.31,16.06,54401,63518,0.86,0
300253,卫宁软件,77.83,55.03,14.1,55.65,18,-193.98,125.7,568828352,0.98,软件服务,上海,15.9,28.1,104112,98286,1.06,758
300254,仟源医药,4.05,-3.93,7.54,9.43,4.64,503.01,77.49,101884256,0.9,化学制药,山西,13.64,17.65,29220,28508,1.02,2
300255,常山药业,18.6,10.27,15.34,13.22,3.93,-40.54,46.55,98379056,0.74,生物制药,河北,12.69,11.96,44420,37806,1.17,445
300256,星星科技,86.87,187.96,1.18,3.32,1.4,476,129.39,67666256,0.94,元器件,浙江,12.43,13.44,25554,24792,1.03,111
300257,开山股份,-5.2,-28.3,17.36,13.07,4.05,-263.19,47.64,245261248,0.71,机械基件,浙江,9.55,15.77,69697,85846,0.81,0
300258,精锻科技,16.72,7.52,21.98,8.84,2.51,73.04,22.75,56279772,1,汽车配件,江苏,11,11.72,21785,26243,0.83,67
300259,新天科技,7.48,10.45,22.06,22.44,3.87,-4195.63,48.49,102629656,0.83,电器仪表,河南,14.11,6.9,77412,71311,1.09,93
300260,新莱应材,2.95,-19,1.77,8.71,2.86,222.68,169.1,27827910,1.09,机械基件,江苏,16.79,19.27,6306,8136,0.78,3
300261,雅本化学,16.85,30.93,13.56,13.44,6.25,116.41,58.39,35434368,0.49,农药化肥,江苏,16.98,11.27,13490,17948,0.75,276
300262,巴安水务,70.09,81.19,14.37,21.85,10.8,109.33,84.23,0,0,环境保护,上海,0,18.32,0,0,--  ,0
300263,隆华节能,21.14,13.77,10.69,12.56,3.13,-73.64,64.79,0,0,专用机械,河南,0,16.25,0,0,--  ,0
300264,佳创视讯,86.33,29.72,-22.19,34.66,3.5,-84.63,--  ,94941952,0.78,通信设备,深圳,16.06,9.61,45973,52797,0.87,706
300265,通光线缆,14.65,49.33,4.96,6.43,3.62,-58.93,66.77,42007408,0.85,电气设备,江苏,14.55,8.31,23947,26597,0.9,1
300266,兴源环境,33.66,68.38,11.63,60.83,21.27,-337.81,323.84,0,0,机械基件,浙江,0,55.23,0,0,--  ,0
300267,尔康制药,10.14,104.68,39.49,31.59,12.98,444.46,43.21,207241088,1.1,化学制药,湖南,8.49,26.04,42385,37211,1.14,1
300268,万福生科,-87.98,12.34,-227.27,318.46,6.45,-195.68,--  ,91410264,0.53,农业综合,湖南,15.89,14.12,28600,36138,0.79,5
300269,联建光电,92.48,194.72,16.21,22.29,5.79,294.34,79.65,0,0,半导体,深圳,0,28.81,0,0,--  ,0
300270,中威电子,78.5,48.87,10.94,22.49,5.45,-48.52,52.27,54813996,0.9,通信设备,浙江,12.33,11.64,22838,24248,0.94,518
300271,华宇软件,35.02,42.46,15.75,16.84,5.82,-39.42,45.21,171684592,1.12,软件服务,北京,14.94,26.92,42608,21168,2.01,20
300272,开能环保,10.85,13.87,18.48,38.25,12.92,566.64,122.29,0,0,专用机械,上海,0,21.59,0,0,--  ,0
300273,和佳股份,12.98,26.33,28.42,26.84,9.08,-55.95,50.37,440147520,1.06,医疗保健,广东,13.4,15.79,154565,124202,1.24,2180
300274,阳光电源,91.53,73.9,10.34,7.29,5.18,304.6,39.09,583312768,1.77,电气设备,安徽,14.32,19.23,195230,108028,1.81,45247
300275,梅安森,-54.38,-231.88,-58.75,35.09,3.41,-87.88,--  ,63329836,0.85,软件服务,重庆,12.98,13.76,22177,23841,0.93,0
300276,三丰智能,3.48,17.23,8.84,40.74,10.88,-387.64,231.95,216486096,0.85,专用机械,湖北,12.87,17.52,60304,63273,0.95,0
300277,海联讯,3.36,52.04,-6.2,14.62,4.73,-52.82,--  ,55406256,1.47,软件服务,深圳,16.17,16.4,19003,14783,1.29,2
300278,华昌达,867.77,801.58,7.87,14.55,8.88,-139.13,105.67,0,0,专用机械,湖北,0,23.43,0,0,--  ,0
300279,和晶科技,16.16,23.72,6.43,13.78,8.64,-174.41,137.62,0,0,元器件,江苏,0,38.2,0,0,--  ,0
300280,南通锻压,-31.21,6.18,1.48,25.27,4.83,99.98,697.22,0,0,专用机械,江苏,0,23.7,0,0,--  ,0
300281,金明精机,25,-1.55,16.25,15.01,3.71,-89.01,52.36,51478568,0.7,专用机械,广东,13.47,9.93,26898,24918,1.08,20
300282,汇冠股份,570.25,761.75,6.01,6.15,3.17,257.92,84.31,83329800,0.81,电脑设备,北京,14.92,19.43,24630,18263,1.35,3351
300283,温州宏丰,0.6,-48.15,1.73,7.18,4.16,229.17,153.65,27909622,0.78,电气设备,浙江,12.56,8.3,19307,14312,1.35,333
300284,苏交科,33.33,27.55,14.45,10.62,3.85,-24.35,46.5,177769568,0.82,建筑施工,江苏,15.97,17.16,46496,57101,0.81,177
300285,国瓷材料,63.6,50.75,20.43,26.22,8.5,-413.5,79.65,49136676,0.59,化工原料,山东,12.69,25.25,10515,8945,1.18,95
300286,安科瑞,0.98,-6.38,20.67,17.03,4.68,97.03,35.59,48663216,0.73,电器仪表,上海,13.53,17.06,14537,13984,1.04,339
300287,飞利信,86.24,70.23,7.92,62.72,20.75,-201.77,411.94,0,0,软件服务,北京,0,54.26,0,0,--  ,0
300288,朗玛信息,150.87,128.82,25.81,60.96,10.49,273.41,137.49,118369776,1.77,软件服务,贵州,13.28,29.94,22867,16666,1.37,0
300289,利德曼,53.61,10.95,24.16,16.69,4.95,55.79,51.11,98315552,0.95,生物制药,北京,13.82,30.3,16076,16370,0.98,42
300290,荣科科技,30.01,-5.76,7.91,16.6,3.34,-33.91,91.76,81781464,0.84,软件服务,辽宁,16.12,21.09,21780,16991,1.28,39
300291,华录百纳,300.22,37.74,7.52,16.07,3.84,-50.61,112.86,291800960,1.02,影视音像,北京,15.3,19.01,80964,72495,1.12,41
300292,吴通通讯,120.88,340.48,10.95,13.52,3.87,-180.62,70.63,151570128,1.8,通信设备,江苏,17.01,25.97,37643,20724,1.82,14
300293,蓝英装备,-28.25,-26.58,11.76,16.12,5.37,47.51,58.83,118313248,1,专用机械,辽宁,13.65,14.5,45085,36505,1.24,1299
300294,博雅生物,18,58.96,39.95,27.78,7.08,141.21,44.25,23076696,0.19,生物制药,江西,0,55.01,80,4115,0.02,0
300295,三六五网,26.86,-34.89,25.44,17.19,5.67,207.63,42.52,297474912,1.21,互联网,江苏,18,51.15,29361,28796,1.02,51
300296,利亚德,45.8,50.66,9.36,21.95,11.3,-194.18,80.99,0,0,半导体,北京,0,20.22,0,0,--  ,0
300297,蓝盾股份,64.62,918.78,7.75,23.81,6.74,-44.95,127.68,195892080,0.64,软件服务,广东,14.39,17.08,58818,55848,1.05,0
300298,三诺生物,26.34,-7.34,27.73,19.92,5.48,120.48,41.92,45450320,0.6,医疗保健,湖南,12.94,24.6,10323,8149,1.27,1
