代码,名称,AB股总市值,B股(或A),H股,上市日期,买量,人均市值,人均持股,今开,公积金,内外比,内盘,净利润,净利润率%%,净益率%%,净资产,利润同比%%,利润总额,卖量,固定资产,地区,均价,外盘,存货,少数股权,市净率,市现率,市盈(动),市销率,应收帐款,强弱度%%,总现金流,总股本(万),总资产(万),总金额,投资收益,振幅%%,换手%%,收入同比%%,无形资产,昨收,最低,最高,未分利润,未匹配量,权益比,每笔均量,每笔换手,每股公积,每股净资,每股收益,每股未分配,活跃度,流动负债,流动资产,流通市值,流通股本(万),涨速%%,税后利润,细分行业,经营现金流,股东人数,营业利润,营业利润率%%,营业成本,营业收入,调整后净资,财务更新,资产负债率%%,量比,销售毛利率%%
000045,深纺织Ａ,         44.93亿,4943.02,0.0,19940815.0,94.0,14.56万,16413.0,8.3,158513.0,1.03,79878.0,766.8,1.23,          0.35㈡,217454.88,135.43,2517.59,23.0,79165.5,深圳,8.8,77723.0,26257.75,0.0,2.07,1046.53,292.96,7.23,21991.64,-1.89,-46029.3,50652.17,281181.53,138630864.0,4759.18,12.8,3.89,31.67,4121.62,9.14,8.3,9.47,1447.31,--  ,77.34,63.0,0.0015,3.13,4.29,0.015㈡,0.03,2513.0,44591.73,167494.5,         35.97亿,40556.39,1.6,766.8,纺织,429.31,24710.0,1737.2,2.8,58813.8,62099.32,0.0,20150828.0,22.66,0.8,5.29
000046,泛海控股,        548.70亿,0.0,0.0,19940912.0,193568.0,86.63万,71949.0,10.22,204942.05,1.46,313254.0,66100.36,30.75,          6.64㈡,994812.63,159.91,119689.2,884.0,56080.71,深圳,11.57,214714.0,4267698.0,343499.41,5.52,9.85,41.51,25.53,146575.22,9.92,1797528.25,455731.19,10111917.0,610612160.0,12839.87,16.82,1.16,48.55,3347.96,11.06,10.19,12.05,230125.42,--  ,9.84,172.0,0.0004,0.45,2.18,0.145㈡,0.5,3066.0,4841816.5,8792317.0,        547.74亿,454933.41,0.41,88809.31,全国地产,557085.44,63230.0,119213.47,55.46,90314.21,214950.95,0.0,20150828.0,86.76,1.49,57.98
000048,康达尔,         91.24亿,0.0,0.0,19941101.0,53.0,41.53万,17785.0,22.1,4269.85,0.92,55609.0,14422.92,11.71,         21.78㈡,66212.18,2489.12,20059.96,1258.0,34974.19,深圳,24.73,60502.0,32417.55,9754.55,13.78,32.71,31.63,7.41,4041.58,-2.85,20167.81,39076.87,208751.05,287170048.0,365.98,17.65,3.01,68.55,13330.65,24.3,22.1,26.39,21513.6,--  ,31.72,35.0,0.0009,0.11,1.69,0.369㈡,0.55,3296.0,129322.76,140158.94,         90.15亿,38606.83,-0.55,14813.44,饲料,27897.68,21708.0,19828.13,16.09,77001.11,123202.65,0.0,20150828.0,63.61,0.86,37.5
000049,德赛电池,         75.49亿,0.0,0.0,19950320.0,780.0,28.30万,7693.0,34.6,816.93,1.06,19925.0,11498.82,3.03,         14.09㈡,81626.15,32.56,19771.76,511.0,16308.05,深圳,36.05,18738.0,47110.69,21939.65,9.25,63.53,32.82,1.99,154628.95,2.94,-3887.13,20524.36,326852.78,139390544.0,1219.9,11.25,1.88,69.77,4673.93,36.1,34.0,38.06,55940.13,--  ,24.97,20.0,0.001,0.04,3.98,0.560㈡,2.73,1966.0,216290.84,297849.25,         75.49亿,20524.36,0.43,15722.17,电气设备,11882.8,26679.0,19694.24,5.18,342024.34,379877.94,0.0,20150825.0,68.31,0.79,9.96
000050,深天马Ａ,        153.92亿,0.0,0.0,19950315.0,43.0,18.31万,13460.0,13.74,696756.06,1.01,67550.0,25727.9,5.01,          3.11㈡,828210.94,32.5,27571.76,1449.0,730091.25,深圳,14.09,66658.0,149459.36,41442.59,1.86,18.39,29.91,3.0,225039.05,-5.34,235625.02,113173.84,1788467.0,189096704.0,-200.55,12.87,2.34,6.58,97567.18,14.53,13.2,15.07,19461.53,--  ,46.31,51.0,0.0009,6.16,7.32,0.227㈡,0.17,2648.0,507758.09,744936.56,         78.09亿,57422.05,-0.72,25785.96,元器件,83675.77,42661.0,2343.62,0.46,429019.19,513780.56,0.0,20150823.0,51.37,0.8,16.5
000055,方大集团,         44.81亿,33595.12,0.0,19960415.0,37.0,5.49万,9267.0,5.9,7909.92,1.01,59844.0,5131.75,4.46,          4.07㈡,126231.22,25.87,6032.93,295.0,48320.89,深圳,6.12,59283.0,104386.65,5844.72,3.55,-16.31,43.66,3.9,135812.56,-3.61,10974.57,75690.99,404475.84,72872640.0,154.78,9.66,2.84,39.78,9733.21,6.21,5.83,6.43,37859.8,--  ,31.21,57.0,0.0014,0.1,1.67,0.068㈡,0.5,2091.0,251443.66,305815.88,         24.87亿,42017.94,-1.66,4416.1,其他建材,-27471.2,45341.0,7254.65,6.31,94048.71,115011.55,0.0,20150829.0,67.35,0.69,18.23
000056,深国商,         55.27亿,12161.73,0.0,19960708.0,12.0,14.53万,6967.0,19.21,2430.87,0.92,31214.0,791.14,4.64,          0.41㈡,190966.06,108.16,867.84,477.0,5848.73,深圳,20.52,33999.0,1536.43,102452.96,2.89,348.24,349.3,32.43,7529.47,-0.17,185.82,26508.14,789204.56,133839664.0,0.0,10.0,4.56,356.26,131.47,21.11,19.1,21.21,149434.06,--  ,24.2,39.0,0.0027,0.09,7.2,0.030㈡,5.64,1676.0,218718.38,13228.85,         29.83亿,14305.55,0.24,867.84,房产服务,1587.1,20534.0,-1029.53,-6.04,4047.26,17042.34,0.0,20150826.0,62.82,0.91,76.25
000058,深 赛 格,         66.08亿,24646.13,0.0,19961226.0,0.0,6.72万,7976.0,8.51,50654.34,1.03,124618.0,3490.61,9.32,          2.43㈡,143590.38,-7.28,7218.72,5384.0,3882.9,深圳,8.71,121066.0,41353.53,20101.01,4.6,-67.03,94.65,17.64,13577.34,-8.98,-22678.46,78479.89,249594.63,213878432.0,545.18,11.75,4.56,18.48,105.83,9.36,8.42,9.52,4120.58,--  ,57.53,70.0,0.0013,0.65,1.83,0.044㈡,0.05,3501.0,83259.75,122358.88,         45.33亿,53831.1,0.0,5206.58,元器件,-9858.78,67495.0,7195.7,19.21,31730.39,37455.51,0.0,20150829.0,34.42,0.77,15.29
000059,*ST华锦,        102.52亿,0.0,0.0,19970130.0,0.0,11.21万,17494.0,6.41,635281.5,0.89,107586.0,23749.15,1.39,          2.70㈡,879008.31,132.02,36481.3,7804.0,1518023.0,辽宁,6.46,120289.0,444975.0,56206.73,1.17,2.0,21.58,0.6,24893.07,-3.98,-74040.88,159944.25,3039676.0,147265184.0,575.34,4.59,1.9,-21.43,154939.59,6.75,6.41,6.72,55823.51,--  ,28.92,88.0,0.0007,3.97,5.5,0.148㈡,0.35,2587.0,1623549.25,986052.19,         76.95亿,120050.17,0.0,27666.03,石油加工,513568.94,68625.0,24760.92,1.45,1449070.88,1702948.0,0.0,20150818.0,69.23,0.75,14.91
000060,中金岭南,        238.30亿,0.0,0.0,19970123.0,62880.0,12.93万,12008.0,10.0,147467.63,1.29,407422.0,16002.97,2.38,          2.17㈡,736788.31,1.4,21296.18,655.0,451255.66,深圳,10.55,316458.0,204534.91,52341.6,3.23,64.25,74.45,3.55,27411.6,1.9,25242.9,221262.8,1546198.0,763981056.0,3442.61,10.39,3.51,-19.33,334500.59,10.68,9.81,10.92,323008.25,--  ,47.65,180.0,0.0009,0.67,3.33,0.072㈡,1.46,4027.0,526099.38,415422.72,        222.02亿,206142.25,0.18,16670.46,铅锌,37089.39,171664.0,20981.5,3.12,602232.13,671465.69,0.0,20150826.0,48.96,0.82,10.31
000061,农 产 品,        242.33亿,0.0,0.0,19970110.0,5.0,40.78万,28557.0,14.04,260958.8,1.58,123575.0,4434.31,5.11,          0.91㈡,484906.84,45.46,12934.51,568.0,364479.94,深圳,14.45,78234.0,283.45,130410.25,5.0,49.4,273.24,27.95,7674.36,-3.42,-16574.17,169696.41,1469859.13,291547072.0,2216.04,8.7,1.26,3.15,304334.69,14.95,13.6,14.9,35846.01,--  ,32.99,69.0,0.0004,1.54,2.86,0.026㈡,0.21,2913.0,577647.25,232305.72,        229.58亿,160768.09,-0.83,7944.52,农业综合,49051.51,56298.0,7460.74,8.61,42124.4,86697.97,0.0,20150829.0,58.14,0.79,51.41
000062,深圳华强,        197.42亿,0.0,0.0,19970130.0,761.0,63.57万,21477.0,27.68,68.14,1.09,103208.0,16656.47,28.27,          6.56㈡,254065.72,-52.51,21269.56,24.0,38896.3,深圳,28.91,94478.0,49504.1,6964.36,7.77,-671.4,59.26,33.51,2984.85,-2.71,8998.4,66694.97,413841.19,571438272.0,10033.98,15.67,2.96,-67.85,19468.6,30.76,27.68,32.5,146946.27,--  ,61.39,53.0,0.0008,0.0,3.81,0.250㈡,2.2,3702.0,86498.03,144263.52,        197.42亿,66694.96,0.13,16414.25,商贸代理,-2940.4,31054.0,20673.93,35.09,30729.36,58910.26,0.0,20150818.0,36.93,1.06,47.84
000063,中兴通讯,        560.69亿,0.0,75550.25,19971118.0,110629.0,28.74万,17271.0,15.75,881222.69,1.3,626317.0,161558.5,3.52,          4.71㈡,3432547.25,43.2,214238.8,2649.0,712322.19,深圳,16.5,480980.0,2161815.25,183020.0,2.0,45.52,21.24,1.5,2638126.5,1.36,26858.5,412504.97,11314359.0,1826960384.0,36226.8,6.93,3.29,21.76,138187.7,16.59,15.7,16.85,1233961.88,--  ,30.34,270.0,0.0008,2.14,8.32,0.392㈡,2.99,4103.0,6370621.0,8817713.0,        559.49亿,336230.25,0.24,183218.59,通信设备,150788.59,194677.0,7634.3,0.17,3042674.75,4589879.0,0.0,20150827.0,68.04,1.09,33.71
000065,北方国际,         64.64亿,0.0,0.0,19980605.0,408.0,31.87万,13527.0,24.28,91439.47,0.95,31979.0,5974.43,4.57,          3.34㈡,179057.45,47.61,7073.81,356.0,13672.95,深圳,24.87,33708.0,37933.78,20162.35,3.61,-12.92,54.1,4.94,98957.6,-8.91,14440.4,27437.17,605140.69,163342224.0,69.12,14.64,2.59,-2.85,61726.98,26.17,23.55,27.38,53686.01,--  ,29.59,27.0,0.0011,3.33,6.53,0.230㈡,1.96,2441.0,403690.69,512061.44,         59.70亿,25340.18,-0.08,6108.53,建筑施工,-50028.18,18733.0,7024.93,5.37,116912.36,130843.55,0.0,20150812.0,67.08,0.71,10.65
000066,长城电脑,        285.10亿,0.0,0.0,19970626.0,0.0,34.77万,16140.0,--  ,62200.51,--  ,0.0,-10498.66,-0.32,         -4.23㈡,248005.92,-23.74,-29241.4,0.0,334270.97,深圳,21.54,0.0,1037616.38,574739.38,11.5,-47.75,--  ,0.87,1079819.38,1.06,-5642.4,132359.39,3815046.5,0.0,50744.06,0.0,0.0,-7.11,96927.59,21.54,--  ,--  ,58877.05,--  ,6.5,--  ,--  ,0.47,1.87,-0.079㈡,0.44,0.0,2563307.0,2914864.75,        285.10亿,132357.02,--  ,-40418.05,电脑设备,-59707.71,82006.0,-42949.75,-1.31,2994377.0,3267680.25,0.0,20150829.0,78.43,0.0,8.36
000068,*ST华赛,         95.73亿,0.0,0.0,19970611.0,0.0,33.11万,34819.0,9.51,119427.15,0.37,62451.0,-2171.46,-127.78,         -3.71㈡,58553.36,24.03,-2858.82,17929.0,20068.76,深圳,9.57,166650.0,382.82,2443.92,16.35,-329.29,--  ,563.34,6426.52,-3.94,17680.77,100667.14,63707.63,219232656.0,-235.99,5.59,2.56,-29.55,4159.33,10.01,9.51,10.07,-177311.91,--  ,91.91,196.0,0.0022,1.19,0.58,-0.022㈡,-1.76,1171.0,2650.99,33784.3,         85.27亿,89667.14,0.0,-2858.82,元器件,-2907.26,25752.0,-2877.12,-169.3,1372.67,1699.4,0.0,20150828.0,4.25,1.07,19.23
000069,华侨城Ａ,        594.80亿,0.0,0.0,19970910.0,243030.0,14.41万,17619.0,7.67,61811.61,1.67,1043876.0,141441.8,13.92,          4.89㈡,2894626.75,-26.08,218851.72,2764.0,1529803.75,深圳,8.11,626484.0,4927558.5,387111.13,2.05,389.87,21.03,5.85,53318.82,1.67,-134799.5,727134.25,9666571.0,1354036352.0,21932.38,10.7,5.37,-25.27,455081.91,8.13,7.53,8.4,1893924.25,--  ,29.94,408.0,0.0013,0.09,3.98,0.195㈡,2.6,4099.0,3709453.5,6716093.5,        254.60亿,311246.41,-0.12,160018.55,旅游景点,15256.25,176650.0,217501.3,21.4,489090.16,1016133.31,0.0,20150820.0,66.05,1.55,51.87
000070,特发信息,         44.90亿,0.0,0.0,20000511.0,0.0,15.04万,9077.0,16.62,60129.26,0.97,60355.0,3805.78,3.33,          3.46㈡,109971.0,45.21,5535.77,3110.0,46928.05,深圳,17.12,62502.0,60444.85,20153.84,4.08,-139.25,59.0,3.93,84137.1,-8.93,-11641.25,27100.0,275058.94,210339904.0,55.4,13.15,4.75,50.77,12131.41,18.41,16.57,18.99,19248.75,--  ,39.98,37.0,0.0014,2.22,4.06,0.140㈡,0.71,3321.0,127569.02,180341.36,         42.85亿,25857.63,0.0,4684.33,通信设备,-3224.74,28487.0,5276.62,4.62,95185.96,114166.57,0.0,20150825.0,52.69,0.93,16.63
000078,海王生物,         86.39亿,0.0,0.0,19981218.0,0.0,9.22万,8033.0,11.81,159374.75,0.96,200358.0,5513.56,1.02,          3.29㈡,167332.45,4.16,8879.28,3736.0,65510.88,深圳,11.98,208490.0,109561.27,38885.48,5.16,-20.25,78.34,1.6,495654.59,-8.97,10539.65,75251.38,1141511.63,489639232.0,35.27,12.7,5.59,14.97,27481.97,12.76,11.48,13.1,-69642.68,--  ,14.66,104.0,0.0014,2.12,2.22,0.073㈡,-0.93,3931.0,928550.0,963948.81,         83.89亿,73076.79,-0.08,8605.66,生物制药,-42652.21,90970.0,8212.0,1.52,466288.56,539596.75,0.0,20150825.0,81.93,0.85,13.59
000088,盐 田 港,        137.51亿,0.0,0.0,19970728.0,185.0,15.41万,21769.0,6.42,71086.15,0.94,139872.0,15602.54,129.14,          3.01㈡,518210.84,-30.25,17940.52,1285.0,15724.6,深圳,6.78,148707.0,0.0,0.0,2.65,548.35,44.07,113.81,2533.65,9.98,-39949.98,194220.0,732046.06,195617360.0,15445.36,13.69,1.49,-12.54,19203.13,6.5,6.2,7.09,186734.73,--  ,70.79,107.0,0.0006,0.37,2.67,0.080㈡,0.96,2700.0,24259.5,162334.38,        137.50亿,194214.56,0.99,16712.15,港口,2507.65,89216.0,17845.01,147.7,5802.93,12082.17,0.0,20150816.0,29.21,1.16,51.97
000089,深圳机场,        131.25亿,0.0,0.0,19980420.0,592.0,14.07万,21989.0,6.3,280275.28,1.22,251850.0,21644.86,14.66,          2.18㈡,992125.0,72.56,29570.3,449.0,781287.69,深圳,6.51,207143.0,524.55,2406.13,1.32,22.14,30.32,8.89,57052.96,-0.78,2489.15,205076.95,1257051.38,298840192.0,-19.4,8.13,2.24,4.52,24441.05,6.52,6.22,6.75,436748.06,--  ,78.92,139.0,0.0007,1.37,4.84,0.120㈡,2.13,3299.0,247730.42,255175.34,        131.24亿,205067.45,-0.62,22135.74,机场,59269.32,93261.0,29514.05,19.99,106623.46,147671.47,0.0,20150821.0,20.88,0.99,27.8
000090,天健集团,         72.99亿,0.0,0.0,19990721.0,2900.0,23.48万,17777.0,12.71,75115.02,1.24,81044.0,22075.76,8.06,          5.55㈡,398048.53,543.68,28551.06,212.0,15918.9,深圳,12.97,65479.0,504639.31,1002.27,1.83,-20.15,16.53,2.67,40286.37,-0.43,-26393.3,55253.07,1093174.75,190015344.0,141.92,12.53,2.65,54.09,10806.17,13.41,12.2,13.88,133560.44,--  ,36.41,53.0,0.001,1.36,7.2,0.400㈡,2.42,2739.0,626086.25,808862.5,         72.99亿,55253.07,-0.15,22076.65,建筑施工,-36223.0,31081.0,27553.99,10.06,215220.34,273820.25,0.0,20150825.0,63.5,0.9,21.4
000096,广聚能源,         72.60亿,0.0,0.0,20000724.0,1557.0,11.89万,8647.0,13.36,35111.43,1.04,72400.0,18735.67,35.2,          9.20㈡,203758.38,169.29,24352.65,5.0,8362.58,深圳,14.39,69438.0,2756.82,1952.1,3.56,87.27,19.37,13.64,320.48,-5.21,26108.23,52800.0,234573.16,204074416.0,20955.07,14.93,2.78,11.53,12762.32,14.67,13.36,15.55,82702.2,--  ,86.86,39.0,0.0008,0.66,3.86,0.355㈡,1.57,3602.0,26238.77,138495.2,         70.24亿,51084.8,-1.43,18821.15,石油贸易,8318.78,59078.0,24357.7,45.76,46395.7,53228.18,0.0,20150829.0,12.3,0.66,12.84
000099,中信海直,         78.73亿,0.0,0.0,20000731.0,65.0,13.89万,10693.0,12.7,103327.21,1.13,175672.0,8271.07,14.66,          3.03㈡,273086.38,-1.23,11231.51,5890.0,278370.19,深圳,13.19,155016.0,34667.35,3116.18,2.88,-67.21,47.59,13.95,55597.21,-6.88,-24167.01,60607.03,452754.34,436207936.0,0.0,13.47,5.46,-3.88,1522.22,14.11,12.7,14.6,89762.49,--  ,60.32,83.0,0.0014,1.7,4.51,0.136㈡,1.48,3987.0,59839.55,122773.1,         78.73亿,60607.03,-0.3,8431.15,空运,-11713.07,56679.0,10662.3,18.9,38727.26,56423.13,0.0,20150818.0,39.0,0.75,31.36
000100,TCL 集团,        515.88亿,0.0,0.0,20040130.0,382739.0,5.76万,13655.0,4.0,527703.31,1.06,1956657.0,162139.3,3.47,          6.62㈡,2449163.0,10.02,237313.5,14363.0,2180807.75,广东,4.16,1848998.0,1068021.38,1102410.38,2.11,11.07,15.91,1.11,1498157.13,1.78,381592.16,1222454.88,11230920.0,1584954112.0,62482.2,7.4,4.23,6.6,238886.52,4.19,3.95,4.26,593039.06,--  ,21.81,841.0,0.0009,0.43,2.0,0.140㈡,0.49,4526.0,5418512.0,6474778.0,        379.61亿,899541.56,1.44,208895.3,家用电器,466001.31,658740.0,134387.2,2.88,3830756.5,4668383.5,0.0,20150814.0,68.38,1.11,17.94
000150,宜华健康,        235.99亿,0.0,0.0,20000807.0,0.0,120.21万,22810.0,--  ,98907.35,--  ,0.0,113.15,0.27,          0.07㈡,163784.3,-83.59,485.0,0.0,5843.93,广东,52.7,0.0,242487.38,98.45,14.41,99.69,10428.33,55.97,20800.1,1.06,-1867.95,44780.48,387027.28,0.0,0.0,0.0,0.0,430.09,724.4,52.7,--  ,--  ,18342.24,--  ,42.32,--  ,--  ,2.21,3.66,0.003㈡,0.41,0.0,155881.45,306331.56,        170.75亿,32400.0,--  ,211.6,医疗保健,23673.13,14204.0,422.42,1.0,31393.06,42164.1,0.0,20150826.0,57.66,0.0,25.55
000151,中成股份,         53.45亿,0.0,0.0,20000906.0,0.0,14.64万,8108.0,18.09,44202.65,0.9,140108.0,7050.25,13.48,          7.47㈡,94400.61,-16.51,9082.69,3555.0,3436.16,北京,18.91,155497.0,10214.21,682.0,5.66,-22.49,37.91,10.22,10929.75,-8.95,-35665.94,29598.0,277933.5,559042368.0,0.0,15.74,11.09,-42.61,1775.09,20.07,18.06,21.22,9355.28,--  ,33.97,73.0,0.0027,1.49,3.19,0.238㈡,0.32,4051.0,182401.88,255443.3,         48.14亿,26654.4,0.0,7040.91,商贸代理,-23765.88,32874.0,9082.69,17.37,40183.44,52292.55,0.0,20150822.0,65.79,0.93,23.16
000153,丰原药业,         26.38亿,0.0,0.0,20000920.0,54.0,6.73万,7961.0,8.5,49104.12,1.18,59904.0,1864.59,2.39,          1.63㈡,114434.32,-0.51,2502.37,162.0,59356.63,安徽,8.69,50713.0,24890.35,3439.86,2.3,133.43,70.73,3.38,42003.84,-5.78,-3522.7,31214.11,222951.41,96084176.0,109.94,11.91,3.73,-7.89,15880.92,9.07,8.28,9.36,23623.49,--  ,51.33,42.0,0.0014,1.57,3.67,0.060㈡,0.76,2662.0,94579.13,88645.43,         25.07亿,29664.51,-0.82,1855.75,化学制药,1976.8,37263.0,1886.78,2.42,57271.55,77932.06,0.0,20150828.0,47.13,0.57,26.51
000155,*ST川化,         29.14亿,0.0,0.0,20000926.0,904.0,8.60万,13872.0,6.2,81028.56,0.97,68013.0,-11226.38,-75.02,--  ,-93253.55,52.91,-11958.86,269.0,46122.09,四川,6.24,70334.0,5150.73,-6772.78,-3.12,182.59,--  ,19.47,3048.59,-3.99,-1791.1,47000.0,125314.4,86297720.0,0.0,4.29,2.94,-77.66,2812.08,6.53,6.2,6.48,-252465.84,--  ,-74.42,81.0,0.0017,1.72,-1.98,-0.239㈡,-5.37,1708.0,205100.56,40220.53,         29.14亿,47000.0,0.0,-11991.21,农药化肥,1595.95,33880.0,-13510.0,-90.28,13885.15,14964.04,0.0,20150829.0,179.82,0.9,7.21
000156,华数传媒,        438.18亿,0.0,0.0,20000906.0,131224.0,15.72万,5143.0,25.95,620240.19,1.01,35152.0,25078.39,19.71,          2.80㈡,895473.31,50.28,25642.1,0.0,219494.16,浙江,29.16,34846.0,4613.06,871.99,4.89,166.51,87.36,34.44,56037.92,11.06,604164.94,143335.19,1213175.25,204111616.0,-0.94,18.24,5.92,11.1,22276.72,27.79,25.5,30.57,115695.11,--  ,73.81,29.0,0.0025,4.33,6.25,0.200㈡,0.81,2391.0,200371.02,778128.25,         36.17亿,11832.76,0.0,24979.75,影视音像,26315.52,23009.0,23156.11,18.2,69206.95,127224.88,0.0,20150825.0,26.12,1.4,45.6
000157,中联重科,        335.76亿,0.0,143002.89,20001012.0,2153.0,5.64万,10543.0,5.5,1315250.13,1.12,445832.0,-30983.25,-2.93,         -0.77㈡,4013324.5,-134.42,-31499.6,29412.0,752279.56,湖南,5.54,397550.0,1340411.75,86658.36,1.03,-9.86,--  ,3.9,3157896.0,-5.9,-35691.3,770595.38,10078849.0,467282528.0,4951.24,7.13,1.35,-24.43,460037.31,5.75,5.35,5.76,1668577.63,--  ,39.82,202.0,0.0003,1.71,5.21,-0.040㈡,2.17,4171.0,3600311.25,8076355.0,        335.01亿,626189.31,-0.18,-33487.67,工程机械,-418059.81,593923.0,-41001.71,-3.88,804226.19,1057135.0,0.0,20150829.0,59.32,0.56,23.92
000158,常山股份,        129.69亿,0.0,0.0,20000724.0,310.0,17.25万,16911.0,10.33,284009.72,1.02,97830.0,-3351.61,-0.73,         -0.73㈡,461329.06,32.19,-2346.5,637.0,109237.4,河北,10.69,95571.0,168933.16,404.26,2.56,131.79,--  ,2.84,112108.52,-8.51,13711.35,127144.22,875708.13,206750144.0,175.66,13.92,2.69,106.16,24666.21,11.28,10.19,11.76,40884.48,--  ,52.68,65.0,0.0009,2.23,3.98,-0.040㈡,0.32,2953.0,399678.78,415164.78,         73.32亿,71886.1,-0.87,-3360.62,纺织,9840.32,42509.0,-3798.7,-0.83,440757.31,456354.5,3.98,20150829.0,47.27,0.71,3.42
000159,国际实业,         33.15亿,0.0,0.0,20000926.0,60.0,5.42万,7861.0,6.75,37429.85,1.04,78648.0,5032.93,16.37,          2.32㈡,217141.97,614.38,8081.52,1361.0,22706.89,新疆,7.0,75686.0,78910.5,1795.48,1.53,-32.96,32.93,10.78,12388.92,-2.71,9000.15,48113.92,307059.03,108098224.0,6941.12,10.75,3.21,-31.59,10099.42,7.16,6.65,7.42,122230.82,--  ,70.72,54.0,0.0011,0.78,4.51,0.105㈡,2.54,2873.0,70882.27,204351.11,         33.15亿,48113.92,0.29,5443.83,石油贸易,-10059.07,61204.0,8566.03,27.87,26667.6,30738.24,0.0,20150825.0,28.7,0.68,13.24
000166,申万宏源,       1340.08亿,0.0,0.0,20150126.0,1087.0,6.94万,7690.0,9.0,445380.91,1.04,363523.0,735607.88,43.14,         15.93㈡,4619045.5,0.0,1008944.0,955.0,127589.01,新疆,9.18,349676.0,0.0,145949.22,2.9,1.27,9.11,7.86,0.0,-2.78,14257480.0,1485674.5,43512768.0,654364288.0,350081.94,7.14,2.18,0.0,10717.85,9.38,8.88,9.55,1797361.25,--  ,10.62,170.0,0.0005,0.3,3.11,0.495㈡,1.21,4185.0,0.0,0.0,        295.70亿,327824.72,-0.11,751547.38,证券,10589706.0,426275.0,1008459.63,59.14,0.0,1705345.38,0.0,20150831.0,89.05,0.69,--  
000301,东方市场,         53.72亿,0.0,0.0,20000529.0,2567.0,4.11万,9325.0,4.45,63657.83,1.21,128583.0,8989.12,27.65,          2.80㈡,321395.69,-11.59,12449.75,2860.0,25029.92,江苏,4.58,106422.0,54100.76,399.26,1.67,153.74,29.88,16.52,4866.02,-4.3,-898.5,121823.64,411941.53,107632920.0,559.42,9.66,1.93,-12.88,54837.28,4.66,4.39,4.84,113237.15,--  ,78.02,81.0,0.0007,0.52,2.64,0.074㈡,0.93,2897.0,27647.91,119040.22,         53.72亿,121823.64,-2.21,9004.7,综合类,3494.56,130646.0,12869.08,39.58,17918.65,32515.71,0.0,20150829.0,21.88,0.72,44.89
000333,美的集团,       1226.39亿,0.0,0.0,19931112.0,163835.0,74.23万,25820.0,27.85,1531173.88,1.67,402499.0,832412.25,10.09,         18.04㈡,4615474.0,25.93,1075657.38,1191.0,1885746.75,广东,28.3,240973.0,1020985.31,629468.38,2.67,13.91,7.37,1.49,1361707.5,0.78,26328.08,426571.44,14178269.0,1821117184.0,118120.47,5.72,2.87,6.7,326536.81,28.83,27.32,28.97,2588211.25,--  ,32.55,151.0,0.0007,3.59,10.76,1.970㈡,6.07,4269.0,8862488.0,10760985.0,        643.82亿,223937.06,-0.03,894856.81,家用电器,881567.19,86731.0,1020639.88,12.37,5987890.5,8250914.5,10.76,20150831.0,63.01,1.4,27.43
000338,潍柴动力,        351.29亿,0.0,48576.0,20070430.0,121367.0,12.33万,12326.0,9.06,20990.01,1.16,497880.0,96914.9,2.66,          3.03㈡,3194221.75,-74.26,174231.77,137.0,2269849.0,山东,9.69,428177.0,1316051.13,959272.5,1.25,26.17,20.63,1.1,1039571.0,5.88,-66905.57,399861.94,11517082.0,897359936.0,10074.44,12.05,4.43,6.87,1264672.5,9.54,8.98,10.13,2706678.5,--  ,27.73,233.0,0.0011,0.05,7.99,0.242㈡,6.77,3976.0,4335765.0,5972600.0,        209.22亿,209216.98,0.5,130613.61,汽车配件,152775.88,169730.0,161964.7,4.44,2802894.5,3645526.0,0.0,20150828.0,63.94,1.62,23.11
000400,许继电气,        181.30亿,0.0,0.0,19970418.0,34101.0,19.68万,10948.0,16.58,82976.38,1.58,191604.0,7532.97,3.46,          1.31㈡,574573.0,-75.96,10844.05,211.0,98529.74,河南,17.71,121605.0,206626.0,58264.63,3.16,-175.67,120.34,8.32,589302.44,0.95,-19739.09,100832.72,1055210.88,554654976.0,0.0,9.72,4.25,-33.07,7294.0,18.0,16.55,18.3,353585.41,--  ,54.45,88.0,0.0012,0.82,5.7,0.075㈡,3.51,3572.0,352646.84,925165.63,        132.60亿,73749.88,0.16,9421.46,电气设备,-10320.37,67363.0,8062.06,3.7,167373.45,218013.5,0.0,20150828.0,40.03,1.13,23.23
000401,冀东水泥,        124.65亿,0.0,0.0,19960614.0,50.0,16.24万,17562.0,8.33,491189.09,1.15,200540.0,19757.09,3.86,          1.59㈡,1240854.38,212.8,8126.45,8988.0,2467897.25,河北,8.98,174342.0,195440.44,146484.48,1.0,382.42,31.54,2.44,228591.66,7.87,21895.27,134752.3,4582175.0,336792512.0,128858.02,14.67,2.78,-27.7,281620.0,8.66,8.11,9.38,450553.31,--  ,27.08,106.0,0.0008,3.65,9.21,0.147㈡,3.34,3543.0,2179351.25,1167638.5,        124.61亿,134708.59,-1.17,-5138.58,水泥,3259.43,76704.0,2422.67,0.47,454083.16,511223.09,0.0,20150825.0,69.72,1.19,11.18
